Cidade;Escola;Questao;Resposta;Respondente;AnoDaAvaliacao
PARANAÍBA;EE MANOEL GARCIA LEAL;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Ensino Médio Inovador/ Integral Integrado;Não;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Ensino Médio Inovador/ Integral Integrado;Não;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Essa unidade escolar possui extensão;Não;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Essa unidade escolar possui extensão;Não;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Estudante Público da Educação Especial;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Estudante Público da Educação Especial;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Grêmio Estudantil;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Grêmio Estudantil;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Laboratório(s) Científico(s);Não;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Laboratório(s) Científico(s);Não;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Laboratório(s) para prática da Educação Profissional;Não;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Laboratório(s) para prática da Educação Profissional;Não;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Livro de incineração;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Livro de incineração;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Livro tombo;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Livro tombo;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Mais Educação/Ensino em Tempo Integral - EF;Não;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Mais Educação/Ensino em Tempo Integral - EF;Não;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Missão;;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Missão;Tem como visão desenvolver o processo educacional alicerçado no principio da equidade, igualdade, liberdade, pluralismo de idéias, gratuidade, valorização do meio, democracia, qualidade e vinculação entre escolas, trabalho e práticas sociais.;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Plano de Desenvolvimento da Escola;;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Plano de Desenvolvimento da Escola;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores com Formação Superior que atuam em sala de aula;41;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores com Formação Superior que atuam em sala de aula;41;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores convocados que atuam em sala de aula;20;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores convocados que atuam em sala de aula;25;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores efetivos que atuam em sala de aula;16;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores efetivos que atuam em sala de aula;21;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores efetivos readaptados;2;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores efetivos readaptados;3;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores habilitados para a área que atuam;41;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores habilitados para a área que atuam;41;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores não habilitados para a área que atuam;0;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores não habilitados para a área que atuam;0;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores sem Formação Superior que atuam em sala de aula;0;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores sem Formação Superior que atuam em sala de aula;0;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Quadra de Esportes;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Quadra de Esportes;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Quantas extensões;0;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Quantas extensões;0;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Quantos estudantes da escola utilizam o transporte escolar público;0;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Quantos estudantes da escola utilizam o transporte escolar público;0;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Quantos estudantes estão matriculados na(s) extensão(ões);0;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Quantos estudantes estão matriculados na(s) extensão(ões);0;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Referencial Curricular;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Referencial Curricular;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Regimento Escolar;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Regimento Escolar;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Relatório de Avaliação Institucional Interna;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Relatório de Avaliação Institucional Interna;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Sala da Coordenação Pedagógica;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Sala da Coordenação Pedagógica;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Sala da Direção;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Sala da Direção;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Sala de Apoio Pedagógico (estudantes com transtornos funcionais de aprendizagem);Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Sala de Apoio Pedagógico (estudantes com transtornos funcionais de aprendizagem);Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Sala de Professores;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Sala de Professores;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Sala de Recurso Multifuncional;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Sala de Recurso Multifuncional;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Sala de Tecnologia/Informática;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Sala de Tecnologia/Informática;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Secretaria Escolar;Sim;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Secretaria Escolar;Sim;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Valores;;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Valores;Visa fortalecer as relações interpessoais, humana, atitudes de solidariedade e coorperação.;Diretores;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Visão;;Avaliadores externos;2018
PARANAÍBA;EE MANOEL GARCIA LEAL;Visão;tem como objetivo principal proporcionar uma educação pautada em valores do meio em que vivem, buscando fortalecer as relações interpessoais, estimulando a formação humana, conceitual e sistematizada para que se tornem cidadãos críticos.;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Não;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;A escola possui elevadores ou plataformas elevatórias;Não;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;A escola possui elevadores ou plataformas elevatórias;Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;APM;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;APM;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;As matrículas dos estudantes estão deferidas pela direção;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;As matrículas dos estudantes estão deferidas pela direção;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Biblioteca;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Biblioteca;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Calendário Escolar;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Calendário Escolar;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Caso haja outras informações importantes descreva abaixo;- Possui  Horta  Escolar\n- Possui  Parquinho Infantil;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Colegiado Escolar ou Conselho Escolar;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Colegiado Escolar ou Conselho Escolar;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Ensino Médio Inovador/ Integral Integrado;Não;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Ensino Médio Inovador/ Integral Integrado;Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Essa unidade escolar possui extensão;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Essa unidade escolar possui extensão;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Estudante Público da Educação Especial;Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Estudante Público da Educação Especial;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Grêmio Estudantil;Não;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Grêmio Estudantil;Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Laboratório(s) Científico(s);Não;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Laboratório(s) Científico(s);Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Laboratório(s) para prática da Educação Profissional;Não;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Laboratório(s) para prática da Educação Profissional;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Livro de incineração;Não;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Livro de incineração;Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Livro tombo;Não;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Livro tombo;Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Mais Educação/Ensino em Tempo Integral - EF;Não;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Mais Educação/Ensino em Tempo Integral - EF;Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Missão;;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Missão;Promover uma educação humanizadora por meio de um ensino- aprendizagem que parte da prática social e incida sobre ela com um potencial crítico e problematizador para que os alunos e professores compreendam as raízes históricas da realidade social vivida e desenvolvam com autonomia, ética, compromisso político e competência técnicas novas formas para superação dessa realidade.;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Plano de Desenvolvimento da Escola;;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Plano de Desenvolvimento da Escola;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores com Formação Superior que atuam em sala de aula;38;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores com Formação Superior que atuam em sala de aula;38;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores convocados que atuam em sala de aula;32;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores convocados que atuam em sala de aula;32;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores efetivos que atuam em sala de aula;6;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores efetivos que atuam em sala de aula;6;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores efetivos readaptados;5;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores efetivos readaptados;5;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores habilitados para a área que atuam;38;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores habilitados para a área que atuam;38;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores não habilitados para a área que atuam;0;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores não habilitados para a área que atuam;0;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores sem Formação Superior que atuam em sala de aula;0;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Professores sem Formação Superior que atuam em sala de aula;0;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Quadra de Esportes;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Quadra de Esportes;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Quantas extensões;1;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Quantas extensões;1;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Quantos estudantes da escola utilizam o transporte escolar público;125;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Quantos estudantes da escola utilizam o transporte escolar público;18;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Quantos estudantes estão matriculados na(s) extensão(ões);18;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Quantos estudantes estão matriculados na(s) extensão(ões);43;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Referencial Curricular;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Referencial Curricular;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Regimento Escolar;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Regimento Escolar;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Relatório de Avaliação Institucional Interna;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Relatório de Avaliação Institucional Interna;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Sala da Coordenação Pedagógica;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Sala da Coordenação Pedagógica;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Sala da Direção;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Sala da Direção;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Sala de Apoio Pedagógico (estudantes com transtornos funcionais de aprendizagem);Não;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Sala de Apoio Pedagógico (estudantes com transtornos funcionais de aprendizagem);Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Sala de Professores;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Sala de Professores;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Sala de Recurso Multifuncional;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Sala de Recurso Multifuncional;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Sala de Tecnologia/Informática;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Sala de Tecnologia/Informática;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Secretaria Escolar;Sim;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Secretaria Escolar;Sim;Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Valores;;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Valores;"•	Ensino de qualidade;\n•	O comprometimento de todos que nela estão inseridos;\n•	O trabalho em equipe;\n•	O respeito à vida e às diversidades de pessoas e cultura;\n•	Os valores sociais, éticos e morais.";Diretores;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Visão;;Avaliadores externos;2018
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Visão;Ser, em quatro anos, reconhecida como uma escola pública de referência capaz de proporcionar uma formação integral aos alunos.;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;A escola possui elevadores ou plataformas elevatórias;Não;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;A escola possui elevadores ou plataformas elevatórias;Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;APM;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;APM;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;As matrículas dos estudantes estão deferidas pela direção;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;As matrículas dos estudantes estão deferidas pela direção;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Biblioteca;Não;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Biblioteca;Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Calendário Escolar;Sim;Avaliadores externos;2018
